maker,model,mileage,manufacture_year,engine_displacement,engine_power,transmission,door_count,seat_count,fuel_type,date_created,date_last_seen,views,ratings,price_eur
audi,a4,228000,2008,1968,100,man,5,5,diesel,2015-11-14 18:55:22.877382+00,2016-01-27 20:40:15.46361+00,73,2,8845.3
hyundai,i20,1500,2015,1120,55,man,5,5,diesel,2015-11-14 18:55:24.095925+00,2016-01-27 20:40:15.46361+00,193,6,8511.84
skoda,octavia,111640,2011,1598,77,man,5,5,diesel,2015-11-14 18:55:27.149267+00,2016-01-27 20:40:15.46361+00,80,7,10695.78
skoda,octavia,107770,2010,2000,125,auto,5,5,diesel,2015-11-14 18:55:40.636249+00,2016-01-27 20:40:15.46361+00,260,7,12953.37
opel,vectra,230000,1999,1995,74,man,5,5,diesel,2015-11-14 18:55:47.440661+00,2016-01-27 20:40:15.46361+00,83,9,370.1
chrysler,voyager,217000,2003,2499,105,man,5,7,diesel,2015-11-14 18:56:14.32097+00,2016-01-27 20:40:15.46361+00,79,9,2738.71
ford,mondeo,328300,2009,1753,92,man,5,5,diesel,2015-11-14 18:56:15.668304+00,2016-01-27 20:40:15.46361+00,96,7,4256.11
ford,mondeo,268553,2001,1998,85,man,5,5,diesel,2015-11-14 18:56:26.370531+00,2016-01-27 20:40:15.46361+00,99,5,2031.83
opel,astra,207091,1998,1598,74,man,5,5,gasoline,2015-11-14 18:56:34.80914+00,2016-01-27 20:40:15.46361+00,160,5,1036.27
opel,zafira,130800,2001,1598,74,man,5,7,gasoline,2015-11-14 18:56:43.544569+00,2016-01-27 20:40:15.46361+00,208,4,1813.47
skoda,octavia,187333,2007,2000,125,man,5,5,diesel,2015-11-14 18:56:46.457435+00,2016-01-27 20:40:15.46361+00,195,5,7772.02
skoda,roomster,104046,2013,1200,63,man,5,5,gasoline,2015-11-14 18:56:46.659186+00,2016-01-27 20:40:15.46361+00,233,7,7809.03
ford,mondeo,130360,2004,1999,107,man,5,5,gasoline,2015-11-14 18:56:58.698291+00,2016-01-27 20:40:15.46361+00,248,1,3700.59
opel,astra,198741,2008,1686,92,man,5,5,diesel,2015-11-14 18:57:13.670368+00,2016-01-27 20:40:15.46361+00,287,8,4437.45
audi,a7,39608,2012,2967,230,auto,5,5,diesel,2015-11-14 18:57:16.90445+00,2016-01-27 20:40:15.46361+00,200,1,48075.5
skoda,octavia,141523,2003,1896,81,man,5,5,diesel,2015-11-14 18:57:21.727123+00,2016-01-27 20:40:15.46361+00,267,7,4034.05
mercedes-benz,vito,284635,2005,2148,80,man,4,9,diesel,2015-11-14 18:57:24.907057+00,2016-01-27 20:40:15.46361+00,212,6,6254.63
skoda,fabia,66500,2010,1197,63,man,5,5,gasoline,2015-11-14 18:57:30.40593+00,2016-01-27 20:40:15.46361+00,268,4,6284.23
ford,focus,247151,2002,1800,55,man,5,5,diesel,2015-11-14 18:57:32.659564+00,2016-01-27 20:40:15.46361+00,239,7,1369.36
skoda,octavia,14513,2015,1968,135,auto,5,5,diesel,2015-11-14 18:57:36.942713+00,2016-01-27 20:40:15.46361+00,142,8,31051.07
skoda,roomster,120897,2010,1598,66,man,5,2,diesel,2015-11-14 18:57:37.557637+00,2016-01-27 20:40:15.46361+00,94,1,6269.43
skoda,fabia,126880,2005,1390,59,man,5,5,gasoline,2015-11-14 18:57:41.249667+00,2016-01-27 20:40:15.46361+00,111,8,3327.17
skoda,octavia,117500,2006,1600,74,man,5,5,gasoline,2015-11-14 18:57:51.442354+00,2016-01-27 20:40:15.46361+00,81,2,2775.72
skoda,roomster,103000,2008,1390,63,man,5,5,gasoline,2015-11-14 18:57:56.094428+00,2016-01-27 20:40:15.46361+00,137,1,5736.49
skoda,roomster,25815,2012,1390,63,man,5,5,gasoline,2015-11-14 18:58:00.823642+00,2016-01-27 20:40:15.46361+00,82,8,8845.3
skoda,octavia,12591,2014,1958,110,auto,5,5,diesel,2015-11-14 18:58:05.804488+00,2016-01-27 20:40:15.46361+00,166,6,22746.11
toyota,auris,44586,2010,1300,74,man,5,5,gasoline,2015-11-14 18:58:14.523815+00,2016-01-27 20:40:15.46361+00,297,7,7698
seat,leon,198000,2003,1781,92,man,5,5,gasoline,2015-11-14 18:58:20.512585+00,2016-01-27 20:40:15.46361+00,294,7,3882.31
toyota,land-cruiser,290361,1997,2982,92,man,5,8,diesel,2015-11-14 18:58:20.562354+00,2016-01-27 20:40:15.46361+00,165,10,3663.95
skoda,octavia,203200,2000,1600,74,man,5,5,gasoline,2015-11-14 18:58:23.951062+00,2016-01-27 20:40:15.46361+00,299,9,1887.49
hyundai,i30,26500,2014,1396,73,man,5,5,gasoline,2015-11-14 18:58:42.95917+00,2016-01-27 20:40:15.46361+00,167,9,11806.07
chrysler,grand-voyager,180104,1998,2499,85,man,5,7,diesel,2015-11-14 18:58:46.491038+00,2016-01-27 20:40:15.46361+00,250,3,1554.4
audi,a4,230300,2006,1968,103,man,5,5,diesel,2015-11-14 18:58:49.188451+00,2016-01-27 20:40:15.46361+00,211,0,6658.03
skoda,octavia,58776,2009,1600,75,man,5,5,gasoline,2015-11-14 18:58:53.147108+00,2016-01-27 20:40:15.46361+00,285,5,7512.95
ford,s-max,177896,2006,1999,107,man,5,5,gasoline,2015-11-14 18:59:11.092353+00,2016-01-27 20:40:15.46361+00,230,3,6106.55
lexus,is-220d,91000,2008,2231,130,man,5,5,diesel,2015-11-14 18:59:11.780408+00,2016-01-27 20:40:15.46361+00,237,8,14026.65
skoda,rapid,3650,2015,1390,90,auto,5,5,gasoline,2015-11-14 18:59:11.982349+00,2016-01-27 20:40:15.46361+00,83,3,17135.46
skoda,roomster,31052,2008,1598,77,man,5,5,gasoline,2015-11-14 18:59:19.294626+00,2016-01-27 20:40:15.46361+00,127,9,6587.71
skoda,octavia,89627,2009,1600,75,man,5,5,gasoline,2015-11-14 18:59:26.112245+00,2016-01-27 20:40:15.46361+00,144,0,5921.54
citroen,c5,351958,2004,1997,100,man,5,5,diesel,2015-11-14 18:59:28.386194+00,2016-01-27 20:40:15.46361+00,132,4,2183.57
bmw,x5,199000,2002,2926,135,auto,5,5,diesel,2015-11-14 18:59:29.131925+00,2016-01-27 20:40:15.46361+00,196,1,8475.2
opel,astra,84237,2007,1400,66,man,5,4,gasoline,2015-11-14 18:59:29.835096+00,2016-01-27 20:40:15.46361+00,297,9,3256.85
hyundai,accent,77000,2006,1300,62,man,5,5,gasoline,2015-11-14 18:59:30.376562+00,2016-01-27 20:40:15.46361+00,104,7,1850.48
skoda,octavia,260000,2001,2000,85,man,5,5,gasoline,2015-11-14 18:59:33.739182+00,2016-01-27 20:40:15.46361+00,120,10,1739.45
skoda,octavia,112844,2006,2000,110,man,5,5,gasoline,2015-11-14 18:59:36.386187+00,2016-01-27 20:40:15.46361+00,197,6,5921.54
audi,a6,184800,1998,2771,142,man,4,5,gasoline,2015-11-14 18:59:45.897633+00,2016-01-27 20:40:15.46361+00,140,2,1813.47
honda,fr-v,184562,2005,1668,92,man,5,6,gasoline,2015-11-14 19:00:06.867463+00,2016-01-27 20:40:15.46361+00,257,1,4252.41
citroen,c3,174000,2003,1587,80,man,5,5,gasoline,2015-11-14 19:00:14.680368+00,2016-01-27 20:40:15.46361+00,147,3,2216.88
skoda,octavia,173416,2010,1896,74,man,5,5,diesel,2015-11-14 19:00:14.946898+00,2016-01-27 20:40:15.46361+00,248,2,5880.83
hyundai,ix35,26240,2014,2000,100,man,5,5,diesel,2015-11-14 19:00:22.33036+00,2016-01-27 20:40:15.46361+00,279,1,19245
hyundai,i20,54450,2010,1248,57,man,5,5,gasoline,2015-11-14 19:00:28.4183+00,2016-01-27 20:40:15.46361+00,82,0,5917.84
audi,a3,88798,2004,1968,103,man,5,5,diesel,2015-11-14 19:00:28.744775+00,2016-01-27 20:40:15.46361+00,208,3,5144.34
skoda,octavia,151438,1998,1600,74,man,5,5,gasoline,2015-11-14 19:00:43.509598+00,2016-01-27 20:40:15.46361+00,96,3,1110.29
ford,mondeo,177442,2004,2000,96,man,5,5,diesel,2015-11-14 19:00:43.635039+00,2016-01-27 20:40:15.46361+00,230,4,1850.48
skoda,octavia,152935,2012,2000,103,man,5,5,diesel,2015-11-14 19:00:44.804484+00,2016-01-27 20:40:15.46361+00,195,10,9252.44
ford,mondeo,157000,2007,2000,96,man,5,5,diesel,2015-11-14 19:00:47.018299+00,2016-01-27 20:40:15.46361+00,122,7,3700.96
skoda,octavia,192015,2006,1900,77,auto,5,5,diesel,2015-11-14 19:00:48.86457+00,2016-01-27 20:40:15.46361+00,244,0,4996.3
fiat,stilo,140000,2003,1596,76,man,5,5,gasoline,2015-11-14 19:00:54.844978+00,2016-01-27 20:40:15.46361+00,185,4,1554.4
chevrolet,cruze,79292,2009,1800,104,auto,4,5,gasoline,2015-11-14 19:00:58.780456+00,2016-01-27 20:40:15.46361+00,212,5,7401.92
skoda,superb,8400,2015,1968,140,auto,5,5,diesel,2015-11-14 19:01:00.492024+00,2016-01-27 20:40:15.46361+00,191,10,36635.83
honda,civic,29515,2012,1300,73,man,5,5,gasoline,2015-11-14 19:01:14.085035+00,2016-01-27 20:40:15.46361+00,159,10,10399.7
seat,alhambra,298000,2003,1896,96,man,5,7,diesel,2015-11-14 19:01:14.174052+00,2016-01-27 20:40:15.46361+00,162,4,3697.26
skoda,octavia,17830,2014,1398,81,man,5,5,gasoline,2015-11-14 19:01:15.170466+00,2016-01-27 20:40:15.46361+00,130,8,24352.33
nissan,micra,98500,2003,998,48,man,3,5,gasoline,2015-11-14 19:01:20.5742+00,2016-01-27 20:40:15.46361+00,232,10,1739.45
ford,focus,68900,2009,1999,107,man,3,5,gasoline,2015-11-14 19:01:36.921387+00,2016-01-27 20:40:15.46361+00,127,10,6994.82
citroen,xsara,186011,1998,1800,81,man,3,5,gasoline,2015-11-14 19:01:39.449794+00,2016-01-27 20:40:15.46361+00,292,1,740.19
skoda,superb,245000,2010,1968,103,man,5,5,diesel,2015-11-14 19:01:43.853276+00,2016-01-27 20:40:15.46361+00,244,0,8808.29
toyota,corolla-verso,310000,2005,1995,85,man,4,5,diesel,2015-11-14 21:59:29.521473+00,2016-01-27 20:40:15.46361+00,179,9,1250.56
skoda,octavia,178000,2011,1598,77,man,4,5,diesel,2015-11-14 21:59:30.08025+00,2016-01-27 20:40:15.46361+00,136,5,9003
opel,corsa,20570,2007,1229,59,man,2,5,gasoline,2015-11-14 21:59:40.722641+00,2016-01-27 20:40:15.46361+00,107,8,3110.36
skoda,fabia,150000,2009,1390,63,man,4,5,gasoline,2015-11-14 21:59:58.364744+00,2016-01-27 20:40:15.46361+00,88,7,4852.15
audi,a3,26500,2015,1395,92,man,4,5,gasoline,2015-11-14 22:00:03.36485+00,2016-01-27 20:40:15.46361+00,243,9,20580.13
opel,zafira,203700,2007,1910,110,auto,4,7,diesel,2015-11-14 22:00:17.118461+00,2016-01-27 20:40:15.46361+00,240,1,2200.96
ford,transit,268000,2004,1998,92,man,4,6,diesel,2015-11-14 22:00:36.071217+00,2016-01-27 20:40:15.46361+00,94,7,2991.34
chevrolet,camaro,9800,2013,6162,298,auto,2,4,gasoline,2015-11-14 22:00:50.412471+00,2016-01-27 20:40:15.46361+00,89,1,36014.99
ford,focus,145000,2004,1596,74,auto,2,5,gasoline,2015-11-14 22:00:50.525368+00,2016-01-27 20:40:15.46361+00,198,5,2200.96
mitsubishi,space,204000,2001,1584,72,man,4,5,gasoline,2015-11-14 22:00:50.649044+00,2016-01-27 20:40:15.46361+00,158,0,1200.52
opel,zafira,222452,2006,1600,77,man,5,7,gasoline,2015-11-16 22:15:15.17198+00,2016-01-27 20:40:15.46361+00,138,2,4441.15
skoda,octavia,118630,2008,1984,147,man,5,5,gasoline,2015-11-16 22:15:18.269987+00,2016-01-27 20:40:15.46361+00,255,4,11028.87
audi,a4,274000,2005,1984,147,man,5,5,gasoline,2015-11-16 22:15:29.010901+00,2016-01-27 20:40:15.46361+00,82,7,4404.15
ford,focus,88300,2007,1753,85,man,5,5,diesel,2015-11-17 02:00:34.663776+00,2016-01-27 20:40:15.46361+00,213,8,5107.33
suzuki,grand-vitara,179900,2001,1997,80,man,5,5,diesel,2015-11-17 02:00:45.135234+00,2016-01-27 20:40:15.46361+00,98,9,4437.45
opel,omega,230000,2002,2488,98,man,5,5,diesel,2015-11-17 02:02:46.815808+00,2016-01-27 20:40:15.46361+00,163,7,1924.5
ford,tourneo-custom,31000,2014,2198,92,man,5,9,diesel,2015-11-17 08:15:09.649868+00,2016-01-27 20:40:15.46361+00,232,8,21898.22
audi,a3,74180,2012,1968,103,man,2,5,diesel,2015-11-17 09:01:06.698306+00,2016-01-27 20:40:15.46361+00,225,2,15995.52
skoda,superb,75000,2012,1968,125,auto,4,5,diesel,2015-11-17 09:01:22.477881+00,2016-01-27 20:40:15.46361+00,250,1,18006.33
audi,a7,28805,2014,2967,230,auto,4,5,diesel,2015-11-17 09:15:42.880137+00,2016-01-27 20:40:15.46361+00,94,9,50339.49
citroen,c4-picasso,67000,2012,1560,82,man,4,7,diesel,2015-11-17 09:30:40.527181+00,2016-01-27 20:40:15.46361+00,163,10,12602.15
opel,insignia,119000,2012,1956,118,man,4,5,diesel,2015-11-17 09:46:02.243486+00,2016-01-27 20:40:15.46361+00,209,3,10920.43
hyundai,santa-fe,179571,2006,2200,110,man,5,5,diesel,2015-11-17 15:45:07.299683+00,2016-01-27 20:40:15.46361+00,272,0,6846.78
skoda,octavia,150082,2005,1900,77,man,5,5,diesel,2015-11-17 17:45:19.645608+00,2016-01-27 20:40:15.46361+00,221,8,5440.41
jaguar,x-type,147000,2004,1998,96,man,5,5,diesel,2015-11-17 19:30:09.464277+00,2016-01-27 20:40:15.46361+00,151,1,3293.86
skoda,octavia,147096,2006,1595,75,man,5,5,gasoline,2015-11-18 02:00:43.041421+00,2016-01-27 20:40:15.46361+00,113,9,4774.24
skoda,octavia,160058,2012,1600,77,man,5,5,diesel,2015-11-18 08:45:11.582681+00,2016-01-27 20:40:15.46361+00,261,7,9252.41
skoda,superb,224000,2005,1896,96,man,4,5,diesel,2015-11-18 08:45:12.227792+00,2016-01-27 20:40:15.46361+00,111,7,5921.54
fiat,palio,134000,2001,1242,54,man,5,5,gasoline,2015-11-18 10:45:19.632852+00,2016-01-27 20:40:15.46361+00,243,8,851.22
hyundai,ix20,8000,2015,1591,91,man,5,5,gasoline,2015-11-18 11:00:15.927264+00,2016-01-27 20:40:15.46361+00,246,5,11472.98
skoda,fabia,128000,2007,1198,51,man,5,5,gasoline,2015-11-18 12:00:07.083341+00,2016-01-27 20:40:15.46361+00,278,6,4622.5
hyundai,i20,71064,2010,1396,74,man,5,5,gasoline,2015-11-18 15:15:09.676218+00,2016-01-27 20:40:15.46361+00,268,4,5806.81
skoda,octavia,126029,2008,1798,118,man,5,5,gasoline,2015-11-18 16:30:11.610719+00,2016-01-27 20:40:15.46361+00,251,3,3145.82
ford,s-max,148000,2012,1997,120,man,5,5,diesel,2015-11-18 17:15:08.339304+00,2016-01-27 20:40:15.46361+00,244,4,15136.9
nissan,primera,255000,2002,1998,103,man,5,5,gasoline,2015-11-18 19:15:19.762719+00,2016-01-27 20:40:15.46361+00,220,9,1480.38
skoda,felicia,135508,1999,1600,55,man,5,5,gasoline,2015-11-18 19:30:10.351733+00,2016-01-27 20:40:15.46361+00,267,10,1073.28
skoda,octavia,219687,2007,1900,77,man,5,5,diesel,2015-11-18 23:45:29.668236+00,2016-01-27 20:40:15.46361+00,195,1,6476.68
kia,sorento,118000,2011,2199,145,auto,5,5,diesel,2015-11-19 02:00:37.439168+00,2016-01-27 20:40:15.46361+00,187,9,13508.51
skoda,felicia,144257,1997,1600,55,man,5,5,gasoline,2015-11-19 02:00:47.919386+00,2016-01-27 20:40:15.46361+00,286,1,555.14
seat,leon,111800,2005,1595,75,man,5,5,gasoline,2015-11-19 07:30:20.024254+00,2016-01-27 20:40:15.46361+00,128,3,5366.4
opel,meriva,7397,2015,1400,74,man,5,5,gasoline,2015-11-19 11:45:19.702046+00,2016-01-27 20:40:15.46361+00,151,4,12213.18
skoda,octavia,310000,2003,1595,75,man,5,5,gasoline,2015-11-19 14:45:20.442992+00,2016-01-27 20:40:15.46361+00,281,6,2031.83
hyundai,sonata,199000,2005,3342,173,auto,4,5,gasoline,2015-11-19 20:15:12.255502+00,2016-01-27 20:40:15.46361+00,296,10,2056.07
toyota,corolla-verso,95907,2006,2231,100,man,5,5,diesel,2015-11-19 21:15:30.209482+00,2016-01-27 20:40:15.46361+00,214,0,5547.74
nissan,navara,111614,2008,2488,126,auto,5,5,diesel,2015-11-20 02:00:59.885006+00,2016-01-27 20:40:15.46361+00,212,0,12953.33
toyota,yaris,118000,2004,1298,64,man,5,5,gasoline,2015-11-20 02:01:14.060976+00,2016-01-27 20:40:15.46361+00,237,5,2586.97
skoda,fabia,71630,2003,1200,47,man,5,5,gasoline,2015-11-20 08:45:09.701528+00,2016-01-27 20:40:15.46361+00,250,8,2183.57
skoda,octavia,17825,2015,1968,135,auto,5,5,diesel,2015-11-20 12:15:10.406413+00,2016-01-27 20:40:15.46361+00,167,0,27350.11
citroen,c3,121417,2008,1400,54,man,5,5,gasoline,2015-11-20 22:15:18.691425+00,2016-01-27 20:40:15.46361+00,289,5,4256.11
seat,alhambra,243274,2001,1900,85,man,5,5,diesel,2015-11-20 22:15:18.826676+00,2016-01-27 20:40:15.46361+00,143,6,4067.36
skoda,octavia,252557,2012,1598,77,man,5,5,diesel,2015-11-21 02:00:35.958993+00,2016-01-27 20:40:15.46361+00,174,9,7027.68
skoda,octavia,92112,2005,1600,75,man,5,5,gasoline,2015-11-21 05:45:09.478549+00,2016-01-27 20:40:15.46361+00,144,9,4108.07
ford,s-max,109000,2012,2179,147,auto,5,5,diesel,2015-11-21 10:00:09.74005+00,2016-01-27 20:40:15.46361+00,265,2,21798.63
skoda,fabia,126000,2002,1390,55,man,5,5,gasoline,2015-11-21 12:15:22.309174+00,2016-01-27 20:40:15.46361+00,95,1,2405.26
ford,mondeo,212000,2007,1997,103,man,5,5,diesel,2015-11-21 19:45:09.471404+00,2016-01-27 20:40:15.46361+00,218,9,5144.34
skoda,octavia,102077,1998,1600,75,auto,5,5,gasoline,2015-11-22 08:45:19.644624+00,2016-01-27 20:40:15.46361+00,185,6,1887.49
skoda,octavia,180482,2010,1600,77,man,5,5,diesel,2015-11-22 08:45:19.811675+00,2016-01-27 20:40:15.46361+00,231,9,7512.95
mazda,bt,90418,2010,2500,105,man,5,5,diesel,2015-11-22 13:15:10.284144+00,2016-01-27 20:40:15.46361+00,79,1,12953.37
citroen,jumpy,25890,2014,1997,94,man,5,8,diesel,2015-11-23 14:45:10.675725+00,2016-01-27 20:40:15.46361+00,248,6,21798.67
audi,a4,186085,2010,1968,105,auto,5,5,diesel,2015-11-23 16:45:10.189969+00,2016-01-27 20:40:15.46361+00,134,3,11398.96
skoda,fabia,231266,2012,1197,63,man,5,5,gasoline,2015-11-23 17:45:30.7463+00,2016-01-27 20:40:15.46361+00,175,3,4774.24
skoda,octavia,81000,2012,1598,77,man,5,5,diesel,2015-11-23 23:15:29.55652+00,2016-01-27 20:40:15.46361+00,226,1,8697.26
opel,astra,177358,2001,1600,74,man,5,5,gasoline,2015-11-24 00:30:09.710307+00,2016-01-27 20:40:15.46361+00,137,4,1554.4
ford,focus,230260,2001,1800,66,man,5,5,diesel,2015-11-24 00:30:09.810778+00,2016-01-27 20:40:15.46361+00,244,8,1036.27
skoda,rapid,26042,2015,1197,63,man,5,5,gasoline,2015-11-24 03:30:09.743262+00,2016-01-27 20:40:15.46361+00,127,6,11469.28
honda,cr-v,203950,1998,2000,94,man,5,5,gasoline,2015-11-24 03:30:10.479609+00,2016-01-27 20:40:15.46361+00,235,8,2590.67
skoda,octavia,250000,2001,1896,50,man,5,5,diesel,2015-11-24 11:45:10.271043+00,2016-01-27 20:40:15.46361+00,172,9,2590.67
seat,ibiza,105000,2006,1390,74,man,5,5,gasoline,2015-11-24 12:45:06.823259+00,2016-01-27 20:40:15.46361+00,257,2,3663.95
skoda,octavia,144158,2008,2000,103,man,5,5,diesel,2015-11-24 14:45:10.661713+00,2016-01-27 20:40:15.46361+00,186,7,7179.87
audi,q7,153640,2007,3000,176,auto,5,5,diesel,2015-11-24 14:45:13.081206+00,2016-01-27 20:40:15.46361+00,129,3,14248.7
skoda,octavia,317812,1998,1600,55,man,5,5,gasoline,2015-11-24 14:45:13.241113+00,2016-01-27 20:40:15.46361+00,168,3,1036.27
skoda,octavia,121529,2005,1600,75,man,5,5,gasoline,2015-11-24 15:15:30.548231+00,2016-01-27 20:40:15.46361+00,206,5,4515.17
skoda,fabia,36201,2006,1200,47,man,5,5,gasoline,2015-11-24 15:15:31.517957+00,2016-01-27 20:40:15.46361+00,237,2,3589.93
hyundai,i30,234000,2009,1000,85,man,5,5,diesel,2015-11-24 16:45:20.5264+00,2016-01-27 20:40:15.46361+00,156,10,4252.41
kia,picanto,84179,2007,1100,47,man,5,5,gasoline,2015-11-24 21:45:11.592707+00,2016-01-27 20:40:15.46361+00,284,2,2590.67
skoda,superb,215768,2010,2000,103,man,5,5,diesel,2015-11-25 00:15:08.171926+00,2016-01-27 20:40:15.46361+00,215,8,9881.57
mitsubishi,l200,157000,2010,2477,100,man,4,5,diesel,2015-11-25 02:00:34.343812+00,2016-01-27 20:40:15.46361+00,146,2,12494.08
skoda,octavia,17340,2014,1998,110,man,5,5,diesel,2015-11-25 02:00:38.842661+00,2016-01-27 20:40:15.46361+00,254,7,22017.02
opel,corsa,290000,2008,1248,66,man,5,5,diesel,2015-11-25 08:00:09.708026+00,2016-01-27 20:40:15.46361+00,162,5,2183.57
skoda,citigo,7490,2015,999,55,man,3,4,gasoline,2015-11-25 08:45:09.862386+00,2016-01-27 20:40:15.46361+00,80,10,7957.07
audi,a4,299000,2005,1896,81,man,5,5,diesel,2015-11-25 10:45:36.125155+00,2016-01-27 20:40:15.46361+00,162,8,2028.13
skoda,octavia,8678,2014,1968,135,auto,5,5,diesel,2015-11-25 15:00:09.675293+00,2016-01-27 20:40:15.46361+00,106,3,24052.55
suzuki,vitara,101000,1998,1905,55,man,3,4,diesel,2015-11-25 16:15:09.681229+00,2016-01-27 20:40:15.46361+00,195,8,3663.95
skoda,octavia,216330,2008,1968,125,auto,5,5,diesel,2015-11-25 17:45:10.495675+00,2016-01-27 20:40:15.46361+00,105,7,8105.11
ford,mondeo,174231,2006,2000,85,man,5,5,diesel,2015-11-25 22:30:09.942015+00,2016-01-27 20:40:15.46361+00,272,0,2775.72
skoda,octavia,23196,2015,1968,135,auto,5,5,diesel,2015-11-26 02:00:31.056959+00,2016-01-27 20:40:15.46361+00,93,9,22538.86
skoda,fabia,84783,2006,1198,47,man,5,5,gasoline,2015-11-26 02:00:41.292779+00,2016-01-27 20:40:15.46361+00,299,3,2923.76
chevrolet,cruze,172351,2011,1600,91,man,4,5,gasoline,2015-11-26 05:15:04.400221+00,2016-01-27 20:40:15.46361+00,103,5,5551.44
hyundai,santa-fe,188000,2006,2188,114,man,5,5,diesel,2015-11-26 12:30:05.247718+00,2016-01-27 20:40:15.46361+00,172,6,6994.82
ford,s-max,146247,2007,2000,103,man,5,5,diesel,2015-11-26 18:45:04.154214+00,2016-01-27 20:40:15.46361+00,163,3,7031.83
skoda,octavia,166515,2003,1600,75,man,5,5,gasoline,2015-11-26 19:00:04.596354+00,2016-01-27 20:40:15.46361+00,201,4,3515.91
toyota,mr2,124000,2001,1794,103,man,2,2,gasoline,2015-11-26 23:15:03.695552+00,2016-01-27 20:40:15.46361+00,81,4,4774.24
mitsubishi,asx,95337,2010,1798,110,man,4,5,diesel,2015-11-27 00:00:22.533529+00,2016-01-27 20:40:15.46361+00,187,8,12885.71
mitsubishi,colt,75795,2011,1332,70,man,4,5,gasoline,2015-11-27 00:30:09.683474+00,2016-01-27 20:40:15.46361+00,142,9,6993.12
citroen,c4,239172,2006,1587,80,man,4,5,gasoline,2015-11-27 00:30:22.263023+00,2016-01-27 20:40:15.46361+00,216,10,2991.34
lexus,sc,154478,2002,4293,210,auto,2,4,gasoline,2015-11-27 01:00:08.090769+00,2016-01-27 20:40:15.46361+00,288,2,10754.77
volvo,xc60,5000,2015,2400,140,auto,4,5,diesel,2015-11-27 01:00:17.488295+00,2016-01-27 20:40:15.46361+00,238,3,44759.88
porsche,cayenne,150000,2008,4806,283,auto,4,5,gasoline,2015-11-27 01:30:15.10929+00,2016-01-27 20:40:15.46361+00,299,7,17357.7
toyota,aygo,89853,2009,998,50,man,4,4,gasoline,2015-11-27 01:45:12.079992+00,2016-01-27 20:40:15.46361+00,187,6,6252.78
skoda,octavia,21601,2014,1395,103,man,5,5,gasoline,2015-11-27 03:00:36.233782+00,2016-01-27 20:40:15.46361+00,230,2,16987.42
audi,a3,27950,2013,1395,90,auto,4,5,gasoline,2015-11-27 03:08:11.40011+00,2016-01-27 20:40:15.46361+00,215,10,18798.33
suzuki,vitara,9900,2015,1598,88,man,4,5,diesel,2015-11-27 03:08:13.061537+00,2016-01-27 20:40:15.46361+00,118,0,18063.03
opel,insignia,25000,2009,1598,85,man,4,5,gasoline,2015-11-27 03:08:27.141536+00,2016-01-27 20:40:15.46361+00,196,4,12004.33
audi,a5,156985,2011,1798,118,man,2,4,gasoline,2015-11-27 03:08:52.076865+00,2016-01-27 20:40:15.46361+00,216,10,14109.25
kia,sorento,105927,2009,2359,128,auto,4,5,gasoline,2015-11-27 03:15:28.848257+00,2016-01-27 20:40:15.46361+00,239,6,15807.03
skoda,fabia,65202,2009,1198,51,man,4,5,gasoline,2015-11-27 03:30:07.984045+00,2016-01-27 20:40:15.46361+00,98,4,7953.52
audi,a3,79981,2007,1798,118,man,4,5,gasoline,2015-11-27 03:30:20.124427+00,2016-01-27 20:40:15.46361+00,204,8,12199.41
ford,fiesta,17794,2015,1242,60,man,4,5,gasoline,2015-11-27 04:45:21.963297+00,2016-01-27 20:40:15.46361+00,241,3,10046.45
ford,mondeo,2000,2015,1997,132,auto,4,5,diesel,2015-11-27 05:00:19.032832+00,2016-01-27 20:40:15.46361+00,201,0,44949.96
opel,mokka,15100,2015,1364,103,man,4,5,gasoline,2015-11-27 07:15:09.776321+00,2016-01-27 20:40:15.46361+00,272,10,16797.45
opel,insignia,9985,2015,1956,125,man,4,5,diesel,2015-11-27 07:30:18.140241+00,2016-01-27 20:40:15.46361+00,267,6,20167.95
seat,leon,26010,2014,1197,81,auto,4,5,gasoline,2015-11-27 07:45:19.09458+00,2016-01-27 20:40:15.46361+00,290,10,13408.96
opel,astra,69000,2009,1598,85,man,4,5,gasoline,2015-11-27 08:00:17.327244+00,2016-01-27 20:40:15.46361+00,156,7,9494.23
toyota,yaris,85400,2009,998,51,man,4,5,gasoline,2015-11-27 08:30:11.382264+00,2016-01-27 20:40:15.46361+00,175,6,6202.74
seat,exeo,69200,2010,1968,88,man,4,5,diesel,2015-11-27 08:30:20.905422+00,2016-01-27 20:40:15.46361+00,156,4,13485.97
audi,coupe,120800,2006,3189,184,auto,2,4,gasoline,2015-11-27 08:45:41.303885+00,2016-01-27 20:40:15.46361+00,293,3,13986.2
ford,mondeo,146000,2007,1997,85,man,4,5,diesel,2015-11-27 09:00:12.192531+00,2016-01-27 20:40:15.46361+00,208,6,3656.62
hyundai,ix20,7300,2015,1396,66,man,4,5,gasoline,2015-11-27 09:00:13.897041+00,2016-01-27 20:40:15.46361+00,228,4,16897.48
fiat,500x,26000,2015,1598,88,man,4,5,diesel,2015-11-27 09:00:14.725048+00,2016-01-27 20:40:15.46361+00,222,2,15124.72
audi,a4,27240,2015,1968,110,man,4,5,diesel,2015-11-27 09:00:25.546428+00,2016-01-27 20:40:15.46361+00,212,7,20967.32
