maker,model,mileage,manufacture_year,engine_displacement,engine_power,transmission,door_count,seat_count,fuel_type,date_created,date_last_seen,views,ratings,price_eur
audi,coupe,149000,2010,4163,331,auto,2,4,gasoline,2015-12-02 08:46:05.514578+00,2016-02-10 19:57:27.024639+00,270,6,29406.25
skoda,roomster,65500,2010,1390,63,man,4,5,gasoline,2015-12-02 08:46:21.851909+00,2016-02-10 19:44:56.873359+00,166,0,9000
nissan,qashqai,105000,2008,1997,104,man,4,7,gasoline,2015-12-02 08:46:27.336895+00,2015-12-14 05:04:01.666856+00,98,6,11901.33
audi,coupe,11889,2014,4163,331,auto,2,4,gasoline,2015-12-02 08:46:36.725331+00,2016-01-05 00:22:02.340189+00,178,9,58687.53
opel,omega,165667,2001,2198,106,man,4,5,gasoline,2015-12-02 08:46:39.376894+00,2016-01-05 00:22:03.498458+00,81,0,1336.16
toyota,auris,1900,2015,1798,100,auto,4,5,gasoline,2015-12-02 09:01:38.052495+00,2016-02-10 20:33:21.689048+00,150,1,26752.96
audi,a5,90800,2012,1968,130,auto,2,4,diesel,2015-12-02 09:02:15.64529+00,2016-01-07 03:54:50.010388+00,245,10,23498.59
volvo,v40,23200,2014,1560,84,man,4,5,diesel,2015-12-02 09:02:40.790421+00,2016-02-10 19:18:04.260041+00,74,0,16714.84
audi,a4,124391,1999,1781,92,auto,4,5,gasoline,2015-12-02 09:02:51.055343+00,2016-02-10 20:14:31.173057+00,292,9,3990.45
mini,cooper-s,14400,2014,1998,141,man,4,5,gasoline,2015-12-02 09:03:01.553928+00,2015-12-14 05:15:31.568+00,104,5,20750.3
audi,a5,9900,2015,2967,180,auto,4,4,diesel,2015-12-02 09:03:23.516901+00,2015-12-31 17:31:19.116442+00,96,6,46047.11
hyundai,ix35,58825,2012,1600,99,man,5,5,gasoline,2015-12-02 09:15:03.72285+00,2016-02-10 19:48:50.937172+00,150,8,12953.37
mercedes-benz,vito,99103,2012,2143,100,auto,4,2,diesel,2015-12-02 09:15:19.626013+00,2015-12-14 05:16:57.670758+00,119,8,12177.35
toyota,avensis,239000,2001,1598,81,man,4,5,gasoline,2015-12-02 09:15:40.893285+00,2015-12-14 05:16:00.830171+00,226,1,1350.15
nissan,x-trail,118192,2005,2184,100,man,4,5,diesel,2015-12-02 09:15:41.349007+00,2015-12-14 05:16:01.088325+00,80,2,5850.67
bmw,x3,43600,2012,1995,135,auto,4,5,diesel,2015-12-02 09:30:16.808673+00,2016-02-10 20:11:12.151293+00,234,3,28432.16
honda,accord,181851,2001,2254,113,man,4,5,gasoline,2015-12-02 09:30:28.463105+00,2016-02-10 19:47:35.642537+00,266,0,1990.23
ford,mondeo,24030,2011,1999,107,man,4,5,gasoline,2015-12-02 09:30:35.77641+00,2015-12-14 05:16:31.776526+00,76,8,13900.56
suzuki,jimny,82706,2010,1328,63,man,2,4,gasoline,2015-12-02 09:30:45.980246+00,2015-12-15 12:49:16.124433+00,103,4,9791.08
mini,cooper,26190,2011,1598,90,man,2,4,gasoline,2015-12-02 09:31:01.296464+00,2015-12-30 16:02:03.811884+00,259,6,12951.44
audi,a4,151000,2004,1781,120,man,5,5,gasoline,2015-12-02 09:45:02.621787+00,2015-12-14 09:19:39.209983+00,130,6,4404.15
volvo,v70,247900,2007,2400,136,auto,4,5,diesel,2015-12-02 09:45:35.289565+00,2015-12-14 05:17:25.831813+00,179,0,8901
fiat,grande-punto,126346,2006,1368,57,man,4,5,gasoline,2015-12-02 09:46:30.016083+00,2016-01-18 01:51:10.797332+00,259,2,3970.43
seat,ibiza,141000,2006,1390,55,man,2,5,gasoline,2015-12-02 10:01:31.140017+00,2016-02-10 19:32:29.278742+00,199,2,2499.26
opel,vectra,147000,1998,1998,100,man,4,5,gasoline,2015-12-02 10:15:15.319018+00,2016-01-03 23:05:16.17855+00,171,6,599.07
audi,q5,175000,2010,1968,125,auto,4,5,diesel,2015-12-02 10:15:17.232312+00,2016-01-21 12:25:24.230882+00,83,9,23992.67
audi,a4,214500,2002,1984,96,auto,4,5,gasoline,2015-12-02 10:16:15.931558+00,2016-01-03 23:04:39.487944+00,106,7,3800.41
mini,one,124210,2005,1598,66,man,2,4,gasoline,2015-12-02 10:30:22.187602+00,2016-01-07 04:09:37.227181+00,273,1,5950.67
toyota,land-cruiser,261000,1984,3980,76,man,4,6,diesel,2015-12-02 10:30:27.083579+00,2015-12-14 05:19:04.318481+00,217,10,3800.41
audi,a7,21150,2015,2967,160,auto,4,4,diesel,2015-12-02 10:31:35.519083+00,2015-12-31 17:37:58.334664+00,105,6,47332.27
opel,astra,190000,1996,1598,52,man,2,4,gasoline,2015-12-02 10:31:41.699059+00,2016-01-05 00:46:22.733465+00,122,4,599.07
seat,ibiza,79000,2007,1198,51,man,2,5,gasoline,2015-12-02 10:45:41.944325+00,2015-12-22 07:19:03.92624+00,89,8,3790.41
opel,astra,23550,2015,1364,103,man,4,5,gasoline,2015-12-02 10:46:04.2206+00,2015-12-14 05:31:45.244687+00,128,5,14278.57
audi,a4,43100,2004,1984,96,auto,4,5,gasoline,2015-12-02 10:46:10.142806+00,2016-01-05 00:35:49.176505+00,223,10,7950.89
toyota,corolla-verso,120000,2007,2231,130,man,4,5,diesel,2015-12-02 10:46:14.142562+00,2015-12-27 11:00:58.590024+00,265,9,5999.67
bmw,x1,97510,2012,1997,135,man,4,5,gasoline,2015-12-02 10:46:24.543794+00,2016-02-10 20:35:40.042735+00,74,8,17539.93
bmw,x5,25300,2014,1995,160,auto,4,7,diesel,2015-12-02 11:00:18.723605+00,2015-12-14 05:32:07.936935+00,185,9,49501.48
mini,one,169000,2004,1364,55,man,2,4,diesel,2015-12-02 11:00:40.955811+00,2016-01-21 02:17:50.661792+00,209,0,5200.59
audi,q5,48600,2014,1968,130,auto,4,5,diesel,2015-12-02 11:00:58.145694+00,2016-02-10 20:35:42.378438+00,104,10,35869.99
audi,a4,86000,2004,1781,120,man,2,4,gasoline,2015-12-02 11:15:23.716427+00,2015-12-17 09:50:01.852866+00,165,9,9991.12
porsche,macan,9900,2015,3000,190,auto,2,2,diesel,2015-12-02 11:15:25.82517+00,2015-12-19 08:05:24.539265+00,162,4,60040.67
honda,civic,26510,2013,1800,104,man,4,5,gasoline,2015-12-02 11:15:32.388239+00,2016-02-10 20:35:51.660377+00,159,8,13800.52
nissan,qashqai,72000,2009,1997,104,man,4,5,gasoline,2015-12-02 11:15:38.924491+00,2016-02-10 20:35:52.423595+00,113,3,12901.44
toyota,avensis,77500,2006,1998,108,man,4,5,gasoline,2015-12-02 11:15:39.93954+00,2016-01-18 02:32:36.805849+00,239,8,6990.78
ford,galaxy,346000,1999,2295,107,man,4,5,gasoline,2015-12-02 11:15:43.019977+00,2016-02-10 20:35:52.351237+00,224,7,1350.15
volvo,v60,13000,2014,1596,110,man,4,5,gasoline,2015-12-02 11:15:52.97788+00,2016-02-10 20:35:45.409002+00,114,10,22653.52
ford,focus,110000,2010,1560,66,man,4,5,diesel,2015-12-02 11:30:22.838445+00,2015-12-18 15:05:29.634691+00,142,4,5990.67
skoda,fabia,107400,2011,1390,63,man,4,5,gasoline,2015-12-02 11:30:44.793696+00,2016-01-22 19:35:23.176268+00,219,7,5750.63
honda,cr-v,49888,2013,2199,110,man,4,5,diesel,2015-12-02 11:45:33.729205+00,2016-01-18 02:34:40.521665+00,115,1,22492.49
opel,meriva,125700,2005,1598,74,man,4,5,gasoline,2015-12-02 12:00:13.203816+00,2016-02-10 18:54:38.557223+00,195,2,3450.37
audi,q7,56874,2013,2967,180,auto,4,5,diesel,2015-12-02 12:00:13.266268+00,2016-02-10 20:04:47.936692+00,149,0,46905.22
seat,alhambra,7800,2015,1968,103,man,4,7,diesel,2015-12-02 12:15:51.31926+00,2015-12-19 08:15:35.466926+00,130,10,22599.52
ford,c-max,155000,2011,1560,85,man,4,7,diesel,2015-12-02 12:31:13.200267+00,2015-12-14 05:46:35.828443+00,211,3,8901
citroen,xsara-picasso,246000,2004,1997,66,man,5,5,diesel,2015-12-02 12:45:05.695549+00,2015-12-16 17:17:05.465743+00,288,5,1476.68
ford,kuga,47500,2012,1997,103,man,4,5,diesel,2015-12-02 12:45:23.434134+00,2015-12-14 05:46:45.591537+00,163,8,18952.11
opel,corsa,186000,2001,1199,55,man,2,5,gasoline,2015-12-02 12:45:30.50767+00,2015-12-14 05:47:53.709725+00,80,5,1000.11
opel,zafira,8630,2015,1364,103,man,4,7,gasoline,2015-12-02 12:46:05.048539+00,2016-02-10 20:12:10.395419+00,275,2,15505.74
skoda,octavia,2500,2015,1968,135,man,4,5,diesel,2015-12-02 13:00:15.66107+00,2016-02-10 20:38:31.673063+00,167,9,31953.55
subaru,impreza,9500,2013,1600,84,man,4,5,gasoline,2015-12-02 13:00:24.859729+00,2016-02-10 20:38:32.457693+00,112,4,14194.56
seat,leon,149600,2006,1595,75,man,4,5,gasoline,2015-12-02 13:00:55.444462+00,2015-12-14 05:47:39.605917+00,175,1,5300.59
opel,combo,229000,2005,1364,66,man,4,5,gasoline,2015-12-02 13:00:57.829665+00,2015-12-14 21:31:32.002805+00,90,2,1590.19
seat,alhambra,142300,2012,1968,103,auto,4,7,diesel,2015-12-02 13:46:50.180776+00,2016-01-27 14:15:06.444818+00,166,2,16598.85
honda,accord,300000,2002,1850,100,man,4,5,gasoline,2015-12-02 13:46:57.469659+00,2015-12-22 07:36:45.729778+00,259,0,1700.19
kia,carnival,100000,2005,2902,106,auto,4,7,diesel,2015-12-02 14:15:25.193939+00,2015-12-15 13:18:25.898527+00,276,1,3450.37
mini,cooper-s,81000,2008,1598,128,man,4,4,gasoline,2015-12-02 14:15:28.011186+00,2016-02-10 20:38:39.592206+00,104,0,9191.01
citroen,c5,143260,2009,1997,103,man,4,5,diesel,2015-12-02 14:15:47.274342+00,2015-12-19 08:19:58.808748+00,291,2,7990.9
lamborghini,aventador,24998,2013,6498,515,auto,2,2,gasoline,2015-12-02 14:16:05.048559+00,2015-12-14 06:00:13.373124+00,226,10,243723.06
audi,a3,13976,2014,1598,81,man,4,5,diesel,2015-12-02 14:30:18.61894+00,2015-12-14 06:02:25.825776+00,140,9,19204.15
audi,coupe,85380,2011,1984,155,man,2,4,gasoline,2015-12-02 14:31:03.912712+00,2016-01-01 19:53:24.299623+00,288,7,18982.12
audi,q7,165000,2007,2967,171,auto,4,5,diesel,2015-12-02 14:31:08.102322+00,2016-01-18 03:23:48.899624+00,187,4,22502.52
jaguar,xj,232000,1998,3996,209,auto,4,5,gasoline,2015-12-02 14:31:29.795469+00,2016-02-10 20:27:45.286765+00,239,10,1999.22
opel,astra,10050,2014,1398,103,man,4,5,gasoline,2015-12-02 14:45:48.093556+00,2015-12-23 08:19:13.615268+00,194,9,15011.66
lancia,musa,120071,2008,1248,66,man,4,5,diesel,2015-12-02 15:00:50.78513+00,2015-12-22 07:48:58.630083+00,176,2,7500.85
volvo,v70,215120,1998,2461,103,man,4,5,diesel,2015-12-02 15:01:20.411981+00,2015-12-14 06:02:53.692271+00,139,1,2780.31
audi,a4,142996,2012,1968,130,man,4,5,diesel,2015-12-02 15:01:32.585436+00,2015-12-14 06:03:07.290763+00,143,6,14665.62
volvo,xc90,29000,2014,2400,154,auto,4,7,diesel,2015-12-02 15:01:37.746667+00,2016-01-23 18:23:33.010874+00,188,7,36727.09
hyundai,ix35,66980,2010,1591,99,man,4,5,gasoline,2015-12-02 15:01:49.990619+00,2015-12-14 06:03:19.339754+00,247,0,11481.27
volvo,v40,22443,2014,1560,84,auto,4,5,diesel,2015-12-02 15:01:58.580068+00,2015-12-19 08:33:03.178615+00,116,10,17133.53
ford,tourneo-connect,1900,2015,1560,85,man,4,7,diesel,2015-12-02 15:02:12.731906+00,2015-12-14 06:03:36.613235+00,212,0,16800.48
mazda,cx-5,28188,2014,2191,110,auto,4,5,diesel,2015-12-02 15:15:31.11545+00,2015-12-14 06:03:57.117417+00,281,9,20926.31
citroen,c8,295601,2011,1997,120,man,4,7,diesel,2015-12-02 15:15:49.336774+00,2016-02-10 20:34:36.046034+00,300,10,6490.71
opel,zafira,189000,2005,1910,110,man,4,7,diesel,2015-12-02 15:16:03.863635+00,2015-12-14 06:05:09.240853+00,100,1,4900.56
mini,one,81260,2009,1397,55,man,2,5,gasoline,2015-12-02 15:30:50.140712+00,2016-02-10 19:40:21.546268+00,218,6,7851.15
opel,astra,190117,2005,1910,110,man,2,5,diesel,2015-12-02 15:45:16.492521+00,2016-01-07 04:47:39.256004+00,252,9,4990.56
hyundai,ix35,66000,2012,1995,100,man,4,5,diesel,2015-12-02 15:45:27.040981+00,2016-01-02 00:36:19.567244+00,74,0,15401.7
seat,ibiza,34880,2011,1390,63,man,2,5,gasoline,2015-12-02 15:45:46.595518+00,2015-12-28 13:17:04.3361+00,76,10,7546.85
ford,focus,328281,2005,1560,80,man,4,5,diesel,2015-12-02 15:45:48.559556+00,2016-02-10 19:49:36.412489+00,157,4,2750.3
volvo,v70,257000,1997,1984,93,man,4,5,gasoline,2015-12-02 15:46:00.476657+00,2015-12-20 08:01:22.919226+00,169,5,1600.19
volvo,xc60,70000,2011,2400,120,auto,4,5,diesel,2015-12-02 15:46:28.721023+00,2016-02-10 19:45:06.060927+00,177,4,22523.5
skoda,octavia,77000,2006,1598,85,man,4,5,gasoline,2015-12-02 15:46:30.873976+00,2015-12-14 06:15:46.24951+00,87,5,5990.67
ford,fiesta,21900,2013,1242,60,man,4,5,gasoline,2015-12-02 15:46:42.519014+00,2015-12-24 09:32:47.560765+00,168,9,9203.03
citroen,ds5,8000,2014,1560,84,auto,4,5,diesel,2015-12-02 16:00:14.350953+00,2016-02-10 19:48:09.247991+00,272,5,21826.42
ford,mondeo,146000,2002,1999,107,man,4,5,gasoline,2015-12-02 16:15:25.231461+00,2015-12-19 08:35:22.104667+00,90,3,1850.26
audi,a6,97000,2011,2967,180,auto,4,5,diesel,2015-12-02 16:15:41.573968+00,2015-12-14 06:16:39.100672+00,175,2,31004.59
opel,astra,142000,1999,1598,74,man,4,5,gasoline,2015-12-02 16:15:47.344945+00,2015-12-14 06:16:42.342533+00,263,10,1399.15
opel,zafira,19990,2012,1796,103,man,4,7,gasoline,2015-12-02 16:16:34.319892+00,2015-12-29 15:32:33.503516+00,197,6,14581.61
opel,adam,8665,2015,1398,64,man,2,4,gasoline,2015-12-02 16:17:26.380233+00,2016-02-10 19:47:19.002687+00,223,1,11581.27
mitsubishi,space,157000,1999,1997,100,auto,4,5,gasoline,2015-12-02 16:30:44.35549+00,2015-12-14 06:18:48.713733+00,122,0,2400.26
ford,grand-c-max,115000,2011,1596,92,man,4,5,gasoline,2015-12-02 16:46:01.542438+00,2015-12-18 09:20:15.596337+00,197,1,8491.27
bmw,x1,128040,2012,1995,130,man,4,5,diesel,2015-12-02 16:47:37.306419+00,2015-12-15 13:36:36.57318+00,102,9,15126.68
ford,s-max,81600,2008,1999,107,man,4,5,gasoline,2015-12-02 16:47:50.86135+00,2016-02-10 20:06:16.219923+00,86,1,11491.27
seat,ibiza,20700,2013,1199,55,man,4,5,diesel,2015-12-02 17:00:49.477521+00,2015-12-22 08:04:12.339479+00,244,5,8144.19
ford,fusion,118000,2010,1399,50,man,4,5,diesel,2015-12-02 17:01:18.677757+00,2016-02-10 20:18:03.684524+00,210,10,6951.04
opel,tigra,29000,2009,1796,92,man,2,2,gasoline,2015-12-02 17:01:37.356573+00,2016-02-10 20:18:29.256589+00,272,4,8901.33
seat,ibiza,57967,2012,1198,51,man,4,5,gasoline,2015-12-02 17:15:22.694529+00,2016-02-10 20:34:53.842159+00,134,4,10981.64
opel,corsa,113660,2003,1199,55,man,4,5,gasoline,2015-12-02 17:15:44.550128+00,2016-02-10 20:18:12.135233+00,295,6,3590.53
bmw,x5,128461,2011,2993,180,auto,4,5,diesel,2015-12-02 17:16:01.600857+00,2016-02-10 20:34:55.514339+00,213,1,26877.98
skoda,fabia,15495,2012,1198,51,man,4,5,gasoline,2015-12-02 17:30:42.744001+00,2016-01-18 04:19:13.2035+00,184,7,8691.3
skoda,fabia,109000,2009,1198,51,man,4,5,gasoline,2015-12-02 17:31:24.035046+00,2016-01-02 21:53:57.379332+00,235,8,4990.75
citroen,ax,139000,1995,1351,55,man,2,5,gasoline,2015-12-02 17:45:51.566788+00,2015-12-14 06:32:24.254794+00,122,8,499.07
mitsubishi,colt,150229,2004,1124,55,man,4,5,gasoline,2015-12-02 17:45:57.605136+00,2016-01-21 03:44:28.859819+00,253,1,2300.33
jaguar,f-type,24500,2015,2995,250,man,2,2,gasoline,2015-12-02 18:00:42.08493+00,2016-01-27 16:31:01.099923+00,275,3,49461.32
volvo,v40,20981,2014,1984,110,man,4,5,diesel,2015-12-02 18:01:19.720613+00,2016-01-18 04:20:52.097323+00,249,1,20155
opel,astra,114200,2010,1398,74,man,4,5,gasoline,2015-12-02 19:32:35.604139+00,2016-02-10 20:17:39.55411+00,237,4,7200.07
opel,astra,115000,2007,1686,74,man,4,5,diesel,2015-12-02 19:33:59.601123+00,2016-02-10 20:37:41.404846+00,81,9,5500.81
opel,corsa,145000,2000,1199,48,man,4,5,gasoline,2015-12-02 19:34:32.294536+00,2016-02-10 19:05:54.797894+00,255,2,3500.52
bmw,x1,163700,2013,1995,105,auto,4,5,diesel,2015-12-02 19:45:39.645419+00,2015-12-20 08:16:54.903034+00,73,2,14279.13
kia,sportage,4700,2015,1998,122,auto,4,5,gasoline,2015-12-02 19:45:57.102415+00,2016-02-10 20:37:43.226139+00,121,3,18397.71
hyundai,santa-fe,136000,2006,2188,110,man,4,5,diesel,2015-12-02 20:16:10.708784+00,2016-02-10 19:54:50.160154+00,180,8,9901.48
ford,transit,180000,2004,1998,63,man,4,3,diesel,2015-12-02 20:30:31.422662+00,2016-01-21 03:47:16.031189+00,219,5,2850.41
chrysler,sebring,181500,2004,2736,149,auto,2,4,gasoline,2015-12-02 20:30:34.258826+00,2016-01-07 05:11:08.771087+00,178,0,5890.86
fiat,grande-punto,183000,2009,1368,70,man,4,5,gasoline,2015-12-02 20:45:49.38599+00,2015-12-14 06:46:47.082322+00,96,3,2700.41
skoda,rapid,28400,2015,1598,66,man,4,5,diesel,2015-12-02 21:00:31.029189+00,2015-12-24 09:50:59.367264+00,173,9,13001.92
chrysler,pt-cruiser,193570,2003,1598,85,man,4,5,gasoline,2015-12-02 21:01:09.193455+00,2015-12-14 06:46:47.334247+00,169,2,1500.22
audi,q7,55648,2014,2967,180,auto,4,7,diesel,2015-12-02 21:30:21.643569+00,2015-12-14 06:48:16.251768+00,204,7,42855.33
opel,astra,179000,2000,1598,74,man,4,5,gasoline,2015-12-02 21:30:23.558091+00,2015-12-14 06:48:17.760683+00,81,8,1699.26
fiat,punto,4950,2014,1242,51,man,4,5,gasoline,2015-12-02 23:00:49.176531+00,2016-02-10 20:02:53.55841+00,173,1,8591.27
opel,zafira,224000,1999,1598,74,man,4,7,gasoline,2015-12-02 23:30:21.77634+00,2015-12-14 06:50:41.225466+00,208,4,999.15
kia,carens,6249,2015,1700,100,man,5,7,diesel,2015-12-02 23:45:06.326532+00,2016-02-10 20:12:26.637363+00,164,8,18504.81
ford,c-max,21000,2013,998,92,man,4,5,gasoline,2015-12-03 01:30:18.409337+00,2016-01-06 03:51:53.775321+00,133,5,13992.08
toyota,rav4,49605,2012,2231,110,man,4,5,diesel,2015-12-03 02:00:54.195326+00,2015-12-14 07:18:24.977422+00,172,7,18992.82
skoda,fabia,107750,2012,1197,63,man,5,5,gasoline,2015-12-03 02:01:27.626927+00,2016-02-10 19:18:04.218395+00,121,5,6624.72
smart,forfour,8000,2015,999,52,man,4,4,gasoline,2015-12-03 02:15:38.255453+00,2016-02-10 19:48:31.641282+00,258,4,10077.5
volvo,xc60,22515,2015,1969,133,man,4,5,diesel,2015-12-03 02:16:10.435828+00,2016-02-10 20:13:17.164919+00,95,5,27567.1
bmw,m5,75438,2012,2993,280,auto,4,5,diesel,2015-12-03 02:45:16.606164+00,2016-02-10 20:03:04.567451+00,98,5,42015.21
ford,tourneo-custom,3000,2015,2198,92,man,4,8,diesel,2015-12-03 02:45:30.048883+00,2016-02-10 20:03:45.485456+00,208,5,28954.29
audi,a1,31880,2012,1197,63,man,4,5,gasoline,2015-12-03 02:45:56.85504+00,2016-01-18 04:50:35.593862+00,179,6,12009.77
ford,c-max,51240,2011,1596,110,man,4,5,gasoline,2015-12-03 02:46:15.82383+00,2016-01-18 04:49:59.312779+00,161,6,13491.01
hyundai,ix35,37680,2012,1591,99,man,4,5,gasoline,2015-12-03 02:57:29.10612+00,2015-12-14 07:16:36.073513+00,108,9,13482.01
smart,fortwo,13400,2010,999,52,auto,2,2,gasoline,2015-12-03 03:15:22.37988+00,2015-12-14 07:19:13.384758+00,152,10,8401.26
audi,a7,21800,2014,2967,180,auto,4,5,diesel,2015-12-03 03:30:25.151785+00,2015-12-14 07:18:50.669584+00,232,8,40908.07
audi,coupe,11900,2015,1984,169,auto,2,3,gasoline,2015-12-03 03:45:22.675859+00,2015-12-14 07:19:36.137446+00,235,9,45006.66
audi,a3,13300,2015,1598,81,auto,4,5,diesel,2015-12-03 04:30:51.527622+00,2015-12-14 07:19:59.80857+00,234,9,22052.26
ford,kuga,94580,2010,2000,100,man,4,5,diesel,2015-12-03 05:00:36.007012+00,2016-02-10 20:32:34.361653+00,292,2,14803.18
ford,mustang,47000,2012,3720,226,man,2,4,gasoline,2015-12-03 05:45:28.737179+00,2015-12-29 16:16:23.81876+00,85,2,20001.96
opel,agila,90000,2008,1242,63,man,4,5,gasoline,2015-12-03 05:45:32.620951+00,2015-12-14 07:20:30.169616+00,288,8,3550.52
hyundai,coupe,172300,2004,1599,77,man,2,4,gasoline,2015-12-03 06:00:43.770127+00,2015-12-14 07:30:19.983067+00,229,10,2300.33
porsche,cayenne,36437,2013,2967,180,auto,4,5,diesel,2015-12-03 06:31:40.900444+00,2016-02-10 20:17:10.139845+00,246,5,52940.82
skoda,rapid,51900,2014,1198,55,man,4,5,gasoline,2015-12-03 07:02:27.915597+00,2015-12-23 14:45:52.391005+00,73,1,7270.06
bmw,x1,24500,2013,1995,105,man,4,5,diesel,2015-12-03 07:15:59.000106+00,2015-12-18 10:04:07.056375+00,165,1,21803.22
porsche,cayenne,18800,2015,4134,283,auto,4,5,diesel,2015-12-03 07:45:28.831711+00,2016-01-02 22:33:53.332416+00,288,7,81441.04
hyundai,ix35,93060,2012,1995,135,auto,4,5,diesel,2015-12-03 07:45:43.39442+00,2016-02-10 19:54:54.082964+00,299,0,15602.29
bmw,x5,123740,2010,2993,225,auto,4,5,diesel,2015-12-03 07:45:44.284738+00,2015-12-14 07:32:12.565791+00,111,0,23603.48
nissan,qashqai,20960,2015,1197,85,man,4,5,gasoline,2015-12-03 07:45:49.295754+00,2016-01-18 05:11:15.857233+00,160,9,17564.58
bmw,x6,4000,2015,2993,190,auto,4,5,diesel,2015-12-03 08:15:26.234121+00,2016-02-10 19:59:04.658356+00,179,0,64664.58
skoda,fabia,16650,2015,1422,66,man,4,5,diesel,2015-12-03 08:47:14.398406+00,2016-02-10 20:32:43.171576+00,116,9,15842.34
skoda,octavia,88536,2011,2000,103,man,5,5,diesel,2015-12-03 09:00:27.513215+00,2015-12-14 20:35:09.008923+00,202,3,10732.79
ford,fiesta,74207,2008,1300,51,man,5,5,gasoline,2015-12-03 09:00:28.47292+00,2016-02-10 20:00:28.517175+00,150,6,4367.14
opel,insignia,29516,2015,1956,103,man,4,5,diesel,2015-12-03 09:01:36.506677+00,2016-02-10 20:32:09.899997+00,149,6,19284.86
nissan,juke,11297,2010,1618,140,auto,4,5,gasoline,2015-12-03 09:01:53.829656+00,2015-12-14 07:35:44.068164+00,206,4,13952.07
opel,adam,14400,2015,1398,64,auto,2,4,gasoline,2015-12-03 09:02:18.403225+00,2016-01-06 04:04:20.691776+00,100,4,10883.6
opel,vectra,199000,1998,1598,74,man,4,5,gasoline,2015-12-03 09:02:43.546249+00,2015-12-14 07:34:40.431432+00,125,3,600.07
hyundai,i10,33820,2012,1086,51,man,4,5,gasoline,2015-12-03 09:15:46.093239+00,2015-12-14 07:36:24.918685+00,246,5,5990.9
mazda,mx-3,165000,1997,1845,95,man,2,4,gasoline,2015-12-03 09:16:22.057159+00,2016-01-23 20:25:23.027069+00,215,7,2100.3
opel,corsa,122824,2008,1229,59,man,4,5,gasoline,2015-12-03 09:16:46.855326+00,2015-12-14 07:35:32.180977+00,190,0,4250.63
porsche,panamera,84000,2010,4806,368,auto,4,4,gasoline,2015-12-03 09:17:10.728107+00,2015-12-30 17:37:32.742514+00,183,4,46056.81
opel,astra,219000,1998,1598,74,man,4,5,gasoline,2015-12-03 09:17:25.176426+00,2015-12-14 07:36:00.7169+00,183,1,390.04
audi,a3,48400,2007,1595,75,man,2,5,gasoline,2015-12-03 09:45:53.372592+00,2015-12-14 07:46:15.031808+00,266,8,9901.48
opel,corsa,3700,2014,1398,64,man,2,5,gasoline,2015-12-03 09:46:10.456304+00,2016-02-10 20:15:24.224123+00,76,0,9909.47
suzuki,swift,49000,2006,1248,51,man,4,5,diesel,2015-12-03 10:01:53.263393+00,2015-12-14 07:47:38.812782+00,264,1,5300.78
smart,fortwo,28000,2010,999,52,auto,2,2,gasoline,2015-12-03 10:02:02.616068+00,2015-12-14 07:47:50.997897+00,235,2,5714.84
smart,fortwo,6500,2013,999,52,auto,2,2,gasoline,2015-12-03 10:02:38.337889+00,2015-12-14 07:46:18.397827+00,246,3,12913.92
opel,astra,19190,2015,1598,100,man,4,5,diesel,2015-12-03 10:02:45.835459+00,2016-02-10 19:01:28.275694+00,72,2,14045.08
ford,mondeo,86000,2011,2179,147,man,4,5,diesel,2015-12-03 10:02:49.342631+00,2016-02-10 19:06:48.444515+00,84,0,16902.52
opel,insignia,60000,2013,1956,120,auto,4,5,diesel,2015-12-03 10:15:52.348045+00,2016-01-18 05:34:37.137866+00,85,5,16902.52
mazda,rx-8,90400,2004,1308,141,man,4,4,gasoline,2015-12-03 10:15:56.775565+00,2015-12-14 07:46:44.126554+00,131,10,3600.52
citroen,c3,89000,2007,1398,50,auto,4,5,diesel,2015-12-03 10:16:55.84493+00,2015-12-14 07:47:38.265968+00,231,2,5800.85
bmw,x1,2000,2015,1995,105,auto,4,5,diesel,2015-12-03 10:30:43.838071+00,2015-12-14 07:48:06.096241+00,216,8,25129.72
nissan,pathfinder,179000,2006,2488,126,man,4,7,diesel,2015-12-03 10:30:47.624074+00,2015-12-14 07:48:09.442328+00,152,4,8404.26
mercedes-benz,vito,368000,2012,2143,120,auto,4,9,diesel,2015-12-03 10:45:45.975801+00,2015-12-14 07:48:48.272819+00,159,5,11600.7
opel,astra,83000,2012,1686,81,man,4,5,diesel,2015-12-03 10:46:14.944112+00,2015-12-14 07:48:00.692323+00,216,9,8194.23
skoda,fabia,1150,2015,1197,66,man,4,5,gasoline,2015-12-03 10:46:35.331228+00,2015-12-23 09:23:12.83805+00,78,1,11345.67
toyota,corolla,138000,1998,1332,71,man,4,5,gasoline,2015-12-03 10:46:50.513835+00,2016-01-07 05:54:34.727399+00,173,3,1590.23
nissan,almera-tino,108700,2005,1769,85,auto,4,5,gasoline,2015-12-03 11:16:01.388097+00,2016-01-18 05:39:42.840283+00,141,7,4500.67
opel,tigra,157000,1997,1598,78,man,2,4,gasoline,2015-12-03 11:16:53.494538+00,2016-02-10 19:16:38.699077+00,100,9,1650.26
opel,meriva,119450,2010,1248,55,man,4,5,diesel,2015-12-03 11:16:58.719703+00,2015-12-15 14:33:48.682352+00,188,7,4874.72
ford,s-max,50400,2011,1997,103,man,4,7,diesel,2015-12-03 11:17:05.244341+00,2016-02-10 19:17:05.174264+00,133,8,20202
